"id","category","self_mean","peer_mean","peer_low","peer_high","obs_mean","obs_low","obs_high","obs_p_one_sided","std_mean","std_low","std_high","std_p_one_sided","cp_raise_mean","cp_raise_low","cp_raise_high","sp_cp_support_mean","sp_cp_support_low","sp_cp_support_high","ct_cp_support_mean","ct_cp_support_low","ct_cp_support_high","spctp_cp_support_mean","spctp_cp_support_low","spctp_cp_support_high"
"NYG82","Information Treatment",0.25,0.384,0.25761081340206,0.51038918659794,-0.235297018462686,-0.443781164908778,-0.0268128720165939,0.986199286394337,0.221459114797598,0.0128552845292154,0.430062945065981,0.0190870610703825,0.216955993513668,0.00832562735660203,0.425586359670734,0.174997043398204,-0.033608472997989,0.383602559794397,0.0515987436919593,-0.157015802432295,0.260213289816214,0.0684106594497182,-0.140159143021991,0.276980461921427
"PHT97","Information Treatment",0.1,0.205,0.109817158409021,0.300182841590979,-0.0149516853967029,-0.223297334750175,0.193393963956769,0.555889597097596,0.0127541466882482,-0.195591502665224,0.22109979604172,0.452281976027041,0.00846710239691989,-0.199878546956552,0.216812751750392,0.0593832365695603,-0.148962412783912,0.267728885923032,0.0581322730253374,-0.150213376328133,0.266477922378808,-0.0272602945157005,-0.235605943869173,0.181085354837772
"PQE32","Behavioral Biases/Reflective Thinking",0.2,0.105,0.0373397704211206,0.172660229578879,0.0803584621824267,-0.128149843182672,0.288866767547525,0.225262962530003,-0.0689817489924209,-0.277586005028687,0.139622507043845,0.741341293104223,-0.127300837506445,-0.335825597808069,0.0812239227951786,0.00522259333828299,-0.203416248340535,0.213861435017101,-0.128408878282025,-0.336953452052384,0.0801356954883339,-0.066248971948398,-0.274778966758194,0.142281022861398
"PSV14","Information Treatment",0.15,0.385,0.21335228583585,0.55664771416415,0.0448827953211972,-0.162077178587338,0.251842769229732,0.335524021743554,-0.0494919740561021,-0.256439420510512,0.157455472398308,0.680229525992127,-0.124098882251927,-0.331094279065912,0.0828965145620584,-0.147848535508626,-0.354822896212172,0.0591258251949197,-0.056322870173465,-0.263265794813742,0.150620054466812,-0.0992977865192199,-0.306240398277455,0.107644825239015
"QKY59","Strategic Group Interactions",0.6,0.34,0.251377554887163,0.428622445112837,0.0691158192684747,-0.154668686438848,0.292900324975798,0.272853491325395,0.0449346516646461,-0.180802492749441,0.270671796078733,0.348441094461913,0.137732668077999,-0.0737126373747547,0.349177973530753,0.0475185392704175,-0.175491225895058,0.270528304435893,0.154470946762872,-0.0645291782465395,0.373471071772284,0.119927664448739,-0.101030521003866,0.340885849901344
"QTG21","Behavioral Biases/Reflective Thinking",0.307,0.18,0.0714601148578705,0.288539885142129,-0.149667983314691,-0.356980753961425,0.0576447873320435,0.921032324069199,0.0910416471469122,-0.116019128022059,0.298102422315883,0.194691671653672,0.150631907085532,-0.0579849508706275,0.359248765041692,0.143443391378068,-0.0637261575777283,0.350612940333864,0.237871753379167,0.0309852170690221,0.444758289689312,0.240735225707251,0.0338416574806355,0.447628793933866
"QZF28","Use of AI",0.21,0.46,0.338824718325523,0.581175281674477,0.136094756242907,-0.0734380574164342,0.345627569902248,0.101922632878399,0.160658846803862,-0.0488739668554792,0.370191660463203,0.06689282734519,0.172881621667625,-0.0366511919917162,0.382414435326966,0.158165254209261,-0.0513675594500802,0.367698067868602,0.0894534337072274,-0.120079379952114,0.298986247366569,0.174246110438021,-0.0352867032213202,0.383778924097362
"RJD05","Information Treatment",0.125,0.216666666666667,0.128708974816803,0.30462435851653,0.0700440046302896,-0.138079189123835,0.278167198384415,0.254956496667349,0.158187513491363,-0.0498596240015716,0.366234650984298,0.0685198895037779,0.126094376605303,-0.0821833161982665,0.334372069408872,0.033442738942155,-0.174606830691279,0.241492308575589,-0.110360032699623,-0.318634600418299,0.0979145350190532,0.0217312470193575,-0.186389895827702,0.229852389866417
"RQZ22","Behavioral Biases/Reflective Thinking",0.3,0.24,0.115351944348186,0.364648055651814,0.0359729216576718,-0.170818446666781,0.242764289982124,0.366667219376107,0.223210537684005,0.017055743373423,0.429365331994587,0.0172525604942032,0.24367256382291,0.0371771204865776,0.450168007159242,0.237397049872786,0.030775982020958,0.444018117724614,0.207126017926472,0.00105632865696501,0.413195707195979,0.0577966802539211,-0.148827473297915,0.264420833805758
"RVM76","Information Treatment",0.4,0.224,0.107267048163578,0.340732951836422,0.0427417452953444,-0.164457488142078,0.249940978732767,0.343111154860994,0.310370916136299,0.103230916276231,0.517510915996367,0.00176539762770876,0.314952103563067,0.107726386555698,0.522177820570436,0.221727000166527,0.0146234446533866,0.428830555679667,0.309255238079571,0.102171120185021,0.516339355974121,0.32134909730565,0.114198633665398,0.528499560945902
